STT,MaSV,HoTen,NgaySinh,NoiSinh,GioiTinh,MaLop,Email,KhoaHoc,BacDaoTao,LoaiHinhDT,NganhDT,ChuyenNganh,Khoa,TinhTrang
133,SV103,Vũ Thanh Hà,2005-08-23,Khánh Hòa,Nữ,CNTT02,sv103@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ thông tin,Hệ thống thông tin,CNTT,Đang học
134,SV1030,Phan Gia Cường,2002-11-05,Hải Phòng,Nam,VL03,sv1030@student.edu.vn,2022-2026,Đại học,Chính quy,Vật lý,Điện tử vật lý,VL,Đang học
135,SV1031,Vũ Khánh Hà,2003-12-06,Nam Định,Nữ,VL03,sv1031@student.edu.vn,2022-2026,Đại học,Chính quy,Vật lý,Điện tử vật lý,VL,Đang học
136,SV1032,Võ Thị Lan,2004-01-07,Quảng Nam,Nữ,VL03,sv1032@student.edu.vn,2022-2026,Đại học,Chính quy,Vật lý,Điện tử vật lý,VL,Đang học
137,SV1033,Đặng Quốc Tùng,2005-02-08,Khánh Hòa,Nam,VL03,sv1033@student.edu.vn,2022-2026,Đại học,Chính quy,Vật lý,Điện tử vật lý,VL,Đang học
138,SV1034,Bùi Đức Khôi,2006-03-09,Lâm Đồng,Nam,VL03,sv1034@student.edu.vn,2022-2026,Đại học,Chính quy,Vật lý,Điện tử vật lý,VL,Đang học
139,SV1035,Đỗ Thanh Bình,2002-04-10,TP.HCM,Nam,VL03,sv1035@student.edu.vn,2022-2026,Đại học,Chính quy,Vật lý,Điện tử vật lý,VL,Đang học
140,SV1036,Hồ Mỹ Giang,2003-05-11,Hà Nội,Nữ,VL03,sv1036@student.edu.vn,2022-2026,Đại học,Chính quy,Vật lý,Điện tử vật lý,VL,Đang học
141,SV1037,Ngô Khánh Hương,2004-06-12,Đà Nẵng,Nữ,VL03,sv1037@student.edu.vn,2022-2026,Đại học,Chính quy,Vật lý,Điện tử vật lý,VL,Đang học
142,SV1038,Dương Thị Mai,2005-07-13,Cần Thơ,Nữ,VL03,sv1038@student.edu.vn,2022-2026,Đại học,Chính quy,Vật lý,Điện tử vật lý,VL,Đang học
143,SV1039,Lý Quốc Huy,2006-08-14,Đồng Nai,Nam,VL03,sv1039@student.edu.vn,2022-2026,Đại học,Chính quy,Vật lý,Điện tử vật lý,VL,Đang học
144,SV104,Võ Phương Lan,2006-09-24,Lâm Đồng,Nữ,CNTT02,sv104@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ thông tin,Hệ thống thông tin,CNTT,Đang học
145,SV1040,Nguyễn Đức An,2002-09-15,Bình Dương,Nam,VL03,sv1040@student.edu.vn,2022-2026,Đại học,Chính quy,Vật lý,Điện tử vật lý,VL,Đang học
146,SV1041,Trần Bảo Dung,2003-10-16,Long An,Nữ,VL04,sv1041@student.edu.vn,2022-2026,Đại học,Chính quy,Vật lý,Vật lý lý thuyết,VL,Đang học
147,SV1042,Lê Mỹ Hạnh,2004-11-17,Tiền Giang,Nữ,VL04,sv1042@student.edu.vn,2022-2026,Đại học,Chính quy,Vật lý,Vật lý lý thuyết,VL,Đang học
148,SV1043,Phạm Khánh Linh,2005-12-18,Nghệ An,Nữ,VL04,sv1043@student.edu.vn,2022-2026,Đại học,Chính quy,Vật lý,Vật lý lý thuyết,VL,Đang học
149,SV1044,Hoàng Thị Nga,2006-01-19,Thanh Hóa,Nữ,VL04,sv1044@student.edu.vn,2022-2026,Đại học,Chính quy,Vật lý,Vật lý lý thuyết,VL,Đang học
150,SV1045,Huỳnh Thanh Yến,2002-02-20,Hải Phòng,Nữ,VL04,sv1045@student.edu.vn,2022-2026,Đại học,Chính quy,Vật lý,Vật lý lý thuyết,VL,Đang học
151,SV1046,Phan Đức Cường,2003-03-21,Nam Định,Nam,VL04,sv1046@student.edu.vn,2022-2026,Đại học,Chính quy,Vật lý,Vật lý lý thuyết,VL,Đang học
152,SV1047,Vũ Thanh Khang,2004-04-22,Quảng Nam,Nam,VL04,sv1047@student.edu.vn,2022-2026,Đại học,Chính quy,Vật lý,Vật lý lý thuyết,VL,Đang học
153,SV1048,Võ Mỹ Lan,2005-05-23,Khánh Hòa,Nữ,VL04,sv1048@student.edu.vn,2022-2026,Đại học,Chính quy,Vật lý,Vật lý lý thuyết,VL,Đang học
154,SV1049,Đặng Trọng Tùng,2006-06-24,Lâm Đồng,Nam,VL04,sv1049@student.edu.vn,2022-2026,Đại học,Chính quy,Vật lý,Vật lý lý thuyết,VL,Đang học
155,SV105,Đặng Bảo My,2002-10-25,TP.HCM,Nữ,CNTT02,sv105@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ thông tin,Hệ thống thông tin,CNTT,Đang học
156,SV1050,Bùi Văn Khôi,2002-07-25,TP.HCM,Nam,VL04,sv1050@student.edu.vn,2022-2026,Đại học,Chính quy,Vật lý,Vật lý lý thuyết,VL,Đang học
157,SV1051,Đỗ Thanh Bích,2003-08-26,Hà Nội,Nữ,VL04,sv1051@student.edu.vn,2022-2026,Đại học,Chính quy,Vật lý,Vật lý lý thuyết,VL,Đang học
158,SV1052,Hồ Phương Giang,2004-09-27,Đà Nẵng,Nữ,VL04,sv1052@student.edu.vn,2022-2026,Đại học,Chính quy,Vật lý,Vật lý lý thuyết,VL,Đang học
159,SV1053,Ngô Thanh Nam,2005-10-01,Cần Thơ,Nam,VL04,sv1053@student.edu.vn,2022-2026,Đại học,Chính quy,Vật lý,Vật lý lý thuyết,VL,Đang học
160,SV1054,Dương Gia Sơn,2006-11-02,Đồng Nai,Nam,VL04,sv1054@student.edu.vn,2022-2026,Đại học,Chính quy,Vật lý,Vật lý lý thuyết,VL,Đang học
161,SV1055,Lý Trọng Huy,2002-12-03,Bình Dương,Nam,VL04,sv1055@student.edu.vn,2022-2026,Đại học,Chính quy,Vật lý,Vật lý lý thuyết,VL,Đang học
162,SV1056,Nguyễn Thị Anh,2003-01-04,Long An,Nữ,VL04,sv1056@student.edu.vn,2022-2026,Đại học,Chính quy,Vật lý,Vật lý lý thuyết,VL,Đang học
163,SV1057,Trần Thanh Dung,2004-02-05,Tiền Giang,Nữ,VL04,sv1057@student.edu.vn,2022-2026,Đại học,Chính quy,Vật lý,Vật lý lý thuyết,VL,Đang học
164,SV1058,Lê Phương Hạnh,2005-03-06,Nghệ An,Nữ,VL04,sv1058@student.edu.vn,2022-2026,Đại học,Chính quy,Vật lý,Vật lý lý thuyết,VL,Đang học
165,SV1059,Phạm Thanh Quân,2006-04-07,Thanh Hóa,Nam,VL04,sv1059@student.edu.vn,2022-2026,Đại học,Chính quy,Vật lý,Vật lý lý thuyết,VL,Đang học
166,SV106,Bùi Gia Khôi,2003-11-26,Hà Nội,Nam,CNTT02,sv106@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ thông tin,Hệ thống thông tin,CNTT,Đang học
167,SV1060,Hoàng Gia Việt,2002-05-08,Hải Phòng,Nam,VL04,sv1060@student.edu.vn,2022-2026,Đại học,Chính quy,Vật lý,Vật lý lý thuyết,VL,Đang học
168,SV1061,Huỳnh Khánh Yến,2003-06-09,Nam Định,Nữ,VL04,sv1061@student.edu.vn,2022-2026,Đại học,Chính quy,Vật lý,Vật lý lý thuyết,VL,Đang học
169,SV1062,Phan Thị Chi,2004-07-10,Quảng Nam,Nữ,VL04,sv1062@student.edu.vn,2022-2026,Đại học,Chính quy,Vật lý,Vật lý lý thuyết,VL,Đang học
170,SV1063,Vũ Thanh Hà,2005-08-11,Khánh Hòa,Nữ,VL04,sv1063@student.edu.vn,2022-2026,Đại học,Chính quy,Vật lý,Vật lý lý thuyết,VL,Đang học
171,SV1064,Võ Phương Lan,2006-09-12,Lâm Đồng,Nữ,VL04,sv1064@student.edu.vn,2022-2026,Đại học,Chính quy,Vật lý,Vật lý lý thuyết,VL,Đang học
172,SV1065,Đặng Bảo My,2002-10-13,TP.HCM,Nữ,VL04,sv1065@student.edu.vn,2022-2026,Đại học,Chính quy,Vật lý,Vật lý lý thuyết,VL,Đang học
173,SV1066,Bùi Gia Khôi,2003-11-14,Hà Nội,Nam,VL04,sv1066@student.edu.vn,2022-2026,Đại học,Chính quy,Vật lý,Vật lý lý thuyết,VL,Đang học
174,SV1067,Đỗ Trọng Bình,2004-12-15,Đà Nẵng,Nam,VL04,sv1067@student.edu.vn,2022-2026,Đại học,Chính quy,Vật lý,Vật lý lý thuyết,VL,Đang học
175,SV1068,Hồ Thị Giang,2005-01-16,Cần Thơ,Nữ,VL04,sv1068@student.edu.vn,2022-2026,Đại học,Chính quy,Vật lý,Vật lý lý thuyết,VL,Đang học
176,SV1069,Ngô Quốc Nam,2006-02-17,Đồng Nai,Nam,VL04,sv1069@student.edu.vn,2022-2026,Đại học,Chính quy,Vật lý,Vật lý lý thuyết,VL,Đang học
177,SV107,Đỗ Trọng Bình,2004-12-27,Đà Nẵng,Nam,CNTT02,sv107@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ thông tin,Hệ thống thông tin,CNTT,Đang học
178,SV1070,Dương Đức Sơn,2002-03-18,Bình Dương,Nam,VL04,sv1070@student.edu.vn,2022-2026,Đại học,Chính quy,Vật lý,Vật lý lý thuyết,VL,Đang học
179,SV1071,Lý Bảo Thảo,2003-04-19,Long An,Nữ,VL04,sv1071@student.edu.vn,2022-2026,Đại học,Chính quy,Vật lý,Vật lý lý thuyết,VL,Đang học
180,SV1072,Nguyễn Mỹ Anh,2004-05-20,Tiền Giang,Nữ,VL04,sv1072@student.edu.vn,2022-2026,Đại học,Chính quy,Vật lý,Vật lý lý thuyết,VL,Đang học
181,SV1073,Trần Trọng Dũng,2005-06-21,Nghệ An,Nam,VL04,sv1073@student.edu.vn,2022-2026,Đại học,Chính quy,Vật lý,Vật lý lý thuyết,VL,Đang học
182,SV1074,Lê Văn Long,2006-07-22,Thanh Hóa,Nam,VL04,sv1074@student.edu.vn,2022-2026,Đại học,Chính quy,Vật lý,Vật lý lý thuyết,VL,Đang học
183,SV1075,Phạm Quốc Quân,2002-08-23,Hải Phòng,Nam,VL04,sv1075@student.edu.vn,2022-2026,Đại học,Chính quy,Vật lý,Vật lý lý thuyết,VL,Đang học
184,SV1076,Hoàng Phương Nga,2003-09-24,Nam Định,Nữ,VL04,sv1076@student.edu.vn,2022-2026,Đại học,Chính quy,Vật lý,Vật lý lý thuyết,VL,Đang học
185,SV1077,Huỳnh Bảo Yến,2004-10-25,Quảng Nam,Nữ,VL04,sv1077@student.edu.vn,2022-2026,Đại học,Chính quy,Vật lý,Vật lý lý thuyết,VL,Đang học
186,SV1078,Phan Mỹ Chi,2005-11-26,Khánh Hòa,Nữ,VL04,sv1078@student.edu.vn,2022-2026,Đại học,Chính quy,Vật lý,Vật lý lý thuyết,VL,Đang học
187,SV1079,Vũ Trọng Khang,2006-12-27,Lâm Đồng,Nam,VL04,sv1079@student.edu.vn,2022-2026,Đại học,Chính quy,Vật lý,Vật lý lý thuyết,VL,Đang học
188,SV108,Hồ Thị Giang,2005-01-01,Cần Thơ,Nữ,CNTT02,sv108@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ thông tin,Hệ thống thông tin,CNTT,Đang học
189,SV1080,Võ Văn Phong,2002-01-01,TP.HCM,Nam,VL04,sv1080@student.edu.vn,2022-2026,Đại học,Chính quy,Vật lý,Vật lý lý thuyết,VL,Đang học
190,SV1081,Đặng Thanh My,2003-02-02,Hà Nội,Nữ,VL04,sv1081@student.edu.vn,2022-2026,Đại học,Chính quy,Vật lý,Vật lý lý thuyết,VL,Đang học
191,SV1082,Bùi Phương Trang,2004-03-03,Đà Nẵng,Nữ,VL04,sv1082@student.edu.vn,2022-2026,Đại học,Chính quy,Vật lý,Vật lý lý thuyết,VL,Đang học
192,SV1083,Đỗ Bảo Bích,2005-04-04,Cần Thơ,Nữ,VL04,sv1083@student.edu.vn,2022-2026,Đại học,Chính quy,Vật lý,Vật lý lý thuyết,VL,Đang học
193,SV1084,Hồ Mỹ Giang,2006-05-05,Đồng Nai,Nữ,VL04,sv1084@student.edu.vn,2022-2026,Đại học,Chính quy,Vật lý,Vật lý lý thuyết,VL,Đang học
194,SV1085,Ngô Khánh Hương,2002-06-06,Bình Dương,Nữ,VL04,sv1085@student.edu.vn,2022-2026,Đại học,Chính quy,Vật lý,Vật lý lý thuyết,VL,Đang học
195,SV1086,Dương Văn Sơn,2003-07-07,Long An,Nam,VL04,sv1086@student.edu.vn,2022-2026,Đại học,Chính quy,Vật lý,Vật lý lý thuyết,VL,Đang học
196,SV1087,Lý Quốc Huy,2004-08-08,Tiền Giang,Nam,VL04,sv1087@student.edu.vn,2022-2026,Đại học,Chính quy,Vật lý,Vật lý lý thuyết,VL,Đang học
197,SV1088,Nguyễn Phương Anh,2005-09-09,Nghệ An,Nữ,VL04,sv1088@student.edu.vn,2022-2026,Đại học,Chính quy,Vật lý,Vật lý lý thuyết,VL,Đang học
198,SV1089,Trần Thanh Dũng,2006-10-10,Thanh Hóa,Nam,VL04,sv1089@student.edu.vn,2022-2026,Đại học,Chính quy,Vật lý,Vật lý lý thuyết,VL,Đang học
199,SV109,Ngô Quốc Nam,2006-02-02,Đồng Nai,Nam,CNTT02,sv109@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ thông tin,Hệ thống thông tin,CNTT,Đang học
200,SV1090,Lê Gia Long,2002-11-11,Hải Phòng,Nam,VL04,sv1090@student.edu.vn,2022-2026,Đại học,Chính quy,Vật lý,Vật lý lý thuyết,VL,Đang học
201,SV1091,Phạm Khánh Linh,2003-12-12,Nam Định,Nữ,VL04,sv1091@student.edu.vn,2022-2026,Đại học,Chính quy,Vật lý,Vật lý lý thuyết,VL,Đang học
202,SV1092,Hoàng Thị Nga,2004-01-13,Quảng Nam,Nữ,VL04,sv1092@student.edu.vn,2022-2026,Đại học,Chính quy,Vật lý,Vật lý lý thuyết,VL,Đang học
203,SV1093,Huỳnh Quốc Đạt,2005-02-14,Khánh Hòa,Nam,VL04,sv1093@student.edu.vn,2022-2026,Đại học,Chính quy,Vật lý,Vật lý lý thuyết,VL,Đang học
204,SV1094,Phan Đức Cường,2006-03-15,Lâm Đồng,Nam,VL04,sv1094@student.edu.vn,2022-2026,Đại học,Chính quy,Vật lý,Vật lý lý thuyết,VL,Đang học
205,SV1095,Vũ Thanh Khang,2002-04-16,TP.HCM,Nam,VL04,sv1095@student.edu.vn,2022-2026,Đại học,Chính quy,Vật lý,Vật lý lý thuyết,VL,Đang học
206,SV1096,Võ Mỹ Lan,2003-05-17,Hà Nội,Nữ,VL04,sv1096@student.edu.vn,2022-2026,Đại học,Chính quy,Vật lý,Vật lý lý thuyết,VL,Đang học
207,SV1097,Đặng Khánh My,2004-06-18,Đà Nẵng,Nữ,VL04,sv1097@student.edu.vn,2022-2026,Đại học,Chính quy,Vật lý,Vật lý lý thuyết,VL,Đang học
208,SV1098,Bùi Thị Trang,2005-07-19,Cần Thơ,Nữ,VL04,sv1098@student.edu.vn,2022-2026,Đại học,Chính quy,Vật lý,Vật lý lý thuyết,VL,Đang học
209,SV1099,Đỗ Quốc Bình,2006-08-20,Đồng Nai,Nam,VL04,sv1099@student.edu.vn,2022-2026,Đại học,Chính quy,Vật lý,Vật lý lý thuyết,VL,Đang học
210,SV110,Dương Đức Sơn,2002-03-03,Bình Dương,Nam,CNTT02,sv110@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ thông tin,Hệ thống thông tin,CNTT,Đang học
211,SV1100,Hồ Đức Hải,2002-09-21,Bình Dương,Nam,VL04,sv1100@student.edu.vn,2022-2026,Đại học,Chính quy,Vật lý,Vật lý lý thuyết,VL,Đang học
212,SV1101,Ngô Bảo Hương,2003-10-22,Long An,Nữ,VL04,sv1101@student.edu.vn,2022-2026,Đại học,Chính quy,Vật lý,Vật lý lý thuyết,VL,Đang học
213,SV1102,Dương Mỹ Mai,2004-11-23,Tiền Giang,Nữ,VL04,sv1102@student.edu.vn,2022-2026,Đại học,Chính quy,Vật lý,Vật lý lý thuyết,VL,Đang học
214,SV1103,Lý Khánh Thảo,2005-12-24,Nghệ An,Nữ,VL04,sv1103@student.edu.vn,2022-2026,Đại học,Chính quy,Vật lý,Vật lý lý thuyết,VL,Đang học
215,SV1104,Nguyễn Thị Anh,2006-01-25,Thanh Hóa,Nữ,VL04,sv1104@student.edu.vn,2022-2026,Đại học,Chính quy,Vật lý,Vật lý lý thuyết,VL,Đang học
216,SV1105,Trần Thanh Dung,2002-02-26,Hải Phòng,Nữ,VL04,sv1105@student.edu.vn,2022-2026,Đại học,Chính quy,Vật lý,Vật lý lý thuyết,VL,Đang học
217,SV1106,Lê Đức Long,2003-03-27,Nam Định,Nam,VL04,sv1106@student.edu.vn,2022-2026,Đại học,Chính quy,Vật lý,Vật lý lý thuyết,VL,Đang học
218,SV1107,Phạm Thanh Quân,2004-04-01,Quảng Nam,Nam,VL04,sv1107@student.edu.vn,2022-2026,Đại học,Chính quy,Vật lý,Vật lý lý thuyết,VL,Đang học
219,SV1108,Hoàng Mỹ Nga,2005-05-02,Khánh Hòa,Nữ,VL04,sv1108@student.edu.vn,2022-2026,Đại học,Chính quy,Vật lý,Vật lý lý thuyết,VL,Đang học
220,SV1109,Huỳnh Trọng Đạt,2006-06-03,Lâm Đồng,Nam,VL04,sv1109@student.edu.vn,2022-2026,Đại học,Chính quy,Vật lý,Vật lý lý thuyết,VL,Đang học
221,SV111,Lý Bảo Thảo,2003-04-04,Long An,Nữ,CNTT02,sv111@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ thông tin,Hệ thống thông tin,CNTT,Đang học
222,SV1110,Phan Văn Cường,2002-07-04,TP.HCM,Nam,VL04,sv1110@student.edu.vn,2022-2026,Đại học,Chính quy,Vật lý,Vật lý lý thuyết,VL,Đang học
223,SV1111,Vũ Thanh Hà,2003-08-05,Hà Nội,Nữ,VL04,sv1111@student.edu.vn,2022-2026,Đại học,Chính quy,Vật lý,Vật lý lý thuyết,VL,Đang học
224,SV1112,Võ Phương Lan,2004-09-06,Đà Nẵng,Nữ,VL04,sv1112@student.edu.vn,2022-2026,Đại học,Chính quy,Vật lý,Vật lý lý thuyết,VL,Đang học
225,SV1113,Đặng Thanh Tùng,2005-10-07,Cần Thơ,Nam,VL04,sv1113@student.edu.vn,2022-2026,Đại học,Chính quy,Vật lý,Vật lý lý thuyết,VL,Đang học
226,SV1114,Bùi Gia Khôi,2006-11-08,Đồng Nai,Nam,VL04,sv1114@student.edu.vn,2022-2026,Đại học,Chính quy,Vật lý,Vật lý lý thuyết,VL,Đang học
227,SV1115,Đỗ Trọng Bình,2002-12-09,Bình Dương,Nam,VL04,sv1115@student.edu.vn,2022-2026,Đại học,Chính quy,Vật lý,Vật lý lý thuyết,VL,Đang học
228,SV1116,Hồ Thị Giang,2003-01-10,Long An,Nữ,VL04,sv1116@student.edu.vn,2022-2026,Đại học,Chính quy,Vật lý,Vật lý lý thuyết,VL,Đang học
229,SV1117,Ngô Thanh Hương,2004-02-11,Tiền Giang,Nữ,VL04,sv1117@student.edu.vn,2022-2026,Đại học,Chính quy,Vật lý,Vật lý lý thuyết,VL,Đang học
230,SV1118,Dương Phương Mai,2005-03-12,Nghệ An,Nữ,VL04,sv1118@student.edu.vn,2022-2026,Đại học,Chính quy,Vật lý,Vật lý lý thuyết,VL,Đang học
231,SV1119,Lý Thanh Huy,2006-04-13,Thanh Hóa,Nam,VL04,sv1119@student.edu.vn,2022-2026,Đại học,Chính quy,Vật lý,Vật lý lý thuyết,VL,Đang học
232,SV112,Nguyễn Mỹ Anh,2004-05-05,Tiền Giang,Nữ,CNTT02,sv112@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ thông tin,Hệ thống thông tin,CNTT,Đang học
233,SV1120,Nguyễn Gia An,2002-05-14,Hải Phòng,Nam,VL04,sv1120@student.edu.vn,2022-2026,Đại học,Chính quy,Vật lý,Vật lý lý thuyết,VL,Đang học
234,SV1121,Trần Khánh Dung,2003-06-15,Nam Định,Nữ,VL05,sv1121@student.edu.vn,2022-2026,Đại học,Chính quy,Vật lý,Quang học,VL,Đang học
235,SV1122,Lê Thị Hạnh,2004-07-16,Quảng Nam,Nữ,VL05,sv1122@student.edu.vn,2022-2026,Đại học,Chính quy,Vật lý,Quang học,VL,Đang học
236,SV1123,Phạm Thanh Linh,2005-08-17,Khánh Hòa,Nữ,VL05,sv1123@student.edu.vn,2022-2026,Đại học,Chính quy,Vật lý,Quang học,VL,Đang học
237,SV1124,Hoàng Phương Nga,2006-09-18,Lâm Đồng,Nữ,VL05,sv1124@student.edu.vn,2022-2026,Đại học,Chính quy,Vật lý,Quang học,VL,Đang học
238,SV1125,Huỳnh Bảo Yến,2002-10-19,TP.HCM,Nữ,VL05,sv1125@student.edu.vn,2022-2026,Đại học,Chính quy,Vật lý,Quang học,VL,Đang học
239,SV1126,Phan Gia Cường,2003-11-20,Hà Nội,Nam,VL05,sv1126@student.edu.vn,2022-2026,Đại học,Chính quy,Vật lý,Quang học,VL,Đang học
240,SV1127,Vũ Trọng Khang,2004-12-21,Đà Nẵng,Nam,VL05,sv1127@student.edu.vn,2022-2026,Đại học,Chính quy,Vật lý,Quang học,VL,Đang học
241,SV1128,Võ Thị Lan,2005-01-22,Cần Thơ,Nữ,VL05,sv1128@student.edu.vn,2022-2026,Đại học,Chính quy,Vật lý,Quang học,VL,Đang học
242,SV1129,Đặng Quốc Tùng,2006-02-23,Đồng Nai,Nam,VL05,sv1129@student.edu.vn,2022-2026,Đại học,Chính quy,Vật lý,Quang học,VL,Đang học
243,SV113,Trần Trọng Dũng,2005-06-06,Nghệ An,Nam,CNTT02,sv113@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ thông tin,Hệ thống thông tin,CNTT,Đang học
244,SV1130,Bùi Đức Khôi,2002-03-24,Bình Dương,Nam,VL05,sv1130@student.edu.vn,2022-2026,Đại học,Chính quy,Vật lý,Quang học,VL,Đang học
245,SV1131,Đỗ Bảo Bích,2003-04-25,Long An,Nữ,VL05,sv1131@student.edu.vn,2022-2026,Đại học,Chính quy,Vật lý,Quang học,VL,Đang học
246,SV1132,Hồ Mỹ Giang,2004-05-26,Tiền Giang,Nữ,VL05,sv1132@student.edu.vn,2022-2026,Đại học,Chính quy,Vật lý,Quang học,VL,Đang học
247,SV1133,Ngô Trọng Nam,2005-06-27,Nghệ An,Nam,VL05,sv1133@student.edu.vn,2022-2026,Đại học,Chính quy,Vật lý,Quang học,VL,Đang học
248,SV1134,Dương Văn Sơn,2006-07-01,Thanh Hóa,Nam,VL05,sv1134@student.edu.vn,2022-2026,Đại học,Chính quy,Vật lý,Quang học,VL,Đang học
249,SV1135,Lý Quốc Huy,2002-08-02,Hải Phòng,Nam,VL05,sv1135@student.edu.vn,2022-2026,Đại học,Chính quy,Vật lý,Quang học,VL,Đang học
250,SV1136,Nguyễn Phương Anh,2003-09-03,Nam Định,Nữ,VL05,sv1136@student.edu.vn,2022-2026,Đại học,Chính quy,Vật lý,Quang học,VL,Đang học
251,SV1137,Trần Bảo Dung,2004-10-04,Quảng Nam,Nữ,VL05,sv1137@student.edu.vn,2022-2026,Đại học,Chính quy,Vật lý,Quang học,VL,Đang học
252,SV1138,Lê Mỹ Hạnh,2005-11-05,Khánh Hòa,Nữ,VL05,sv1138@student.edu.vn,2022-2026,Đại học,Chính quy,Vật lý,Quang học,VL,Đang học
253,SV1139,Phạm Trọng Quân,2006-12-06,Lâm Đồng,Nam,VL05,sv1139@student.edu.vn,2022-2026,Đại học,Chính quy,Vật lý,Quang học,VL,Đang học
254,SV114,Lê Văn Long,2006-07-07,Thanh Hóa,Nam,CNTT02,sv114@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ thông tin,Hệ thống thông tin,CNTT,Đang học
255,SV1140,Hoàng Văn Việt,2002-01-07,TP.HCM,Nam,VL05,sv1140@student.edu.vn,2022-2026,Đại học,Chính quy,Vật lý,Quang học,VL,Đang học
256,SV1141,Huỳnh Thanh Yến,2003-02-08,Hà Nội,Nữ,VL05,sv1141@student.edu.vn,2022-2026,Đại học,Chính quy,Vật lý,Quang học,VL,Đang học
257,SV1142,Phan Phương Chi,2004-03-09,Đà Nẵng,Nữ,VL05,sv1142@student.edu.vn,2022-2026,Đại học,Chính quy,Vật lý,Quang học,VL,Đang học
258,SV1143,Vũ Bảo Hà,2005-04-10,Cần Thơ,Nữ,VL05,sv1143@student.edu.vn,2022-2026,Đại học,Chính quy,Vật lý,Quang học,VL,Đang học
259,SV1144,Võ Mỹ Lan,2006-05-11,Đồng Nai,Nữ,VL05,sv1144@student.edu.vn,2022-2026,Đại học,Chính quy,Vật lý,Quang học,VL,Đang học
260,SV1145,Đặng Khánh My,2002-06-12,Bình Dương,Nữ,VL05,sv1145@student.edu.vn,2022-2026,Đại học,Chính quy,Vật lý,Quang học,VL,Đang học
261,SV1146,Bùi Văn Khôi,2003-07-13,Long An,Nam,VL05,sv1146@student.edu.vn,2022-2026,Đại học,Chính quy,Vật lý,Quang học,VL,Đang học
262,SV1147,Đỗ Quốc Bình,2004-08-14,Tiền Giang,Nam,VL05,sv1147@student.edu.vn,2022-2026,Đại học,Chính quy,Vật lý,Quang học,VL,Đang học
263,SV1148,Hồ Phương Giang,2005-09-15,Nghệ An,Nữ,VL05,sv1148@student.edu.vn,2022-2026,Đại học,Chính quy,Vật lý,Quang học,VL,Đang học
